pub_date,headline,abstract,snippet,lead_paragraph,source,type_of_material,document_type,word_count,web_url,section_name,subsection_name,news_desk
2017-05-14T10:53:23Z,Ransomware’s Aftershocks Feared as U.S. Warns of Complexity,The effects of a global cyberattack could be magnified as workers return to their offices. President Trump has ordered his homeland security adviser to coordinate a response.,The effects of a global cyberattack could be magnified as workers return to their offices. President Trump has ordered his homeland security adviser to coordinate a response.,"The components of the global cyberattack that seized hundreds of thousands of computer systems last week may be more complex than originally believed, a Trump administration official said Sunday, and experts warned that the effects of the malicious software could linger for some time.",The New York Times,News,article,1294,https://www.nytimes.com/2017/05/14/world/europe/cyberattacks-hack-computers-monday.html,World,Europe,Foreign
2017-05-13T16:14:41Z,British Patients Reel as Hospitals Race to Revive Computer Systems,Politicians pointed fingers and patients expressed a mix of frustration and gratitude as hospital employees grappled with the recent cyberattack.,Politicians pointed fingers and patients expressed a mix of frustration and gratitude as hospital employees grappled with the recent cyberattack.,"LONDON — Martin Hardy was in his hospital gown, about to be wheeled into the operating room for knee surgery on Saturday morning at Royal London Hospital in East London, when, he said, his operation was abruptly canceled.",The New York Times,News,article,1119,https://www.nytimes.com/2017/05/13/world/europe/uk-hospitals-cyberattack.html,World,Europe,Foreign
2017-05-12T19:30:09Z,Suddenly Intrigued by Scandals and Spies? Here’s What to See,"With the F.B.I. and Russia investigations in the news, museums and tours (including those at the White House) can offer history and insight.","With the F.B.I. and Russia investigations in the news, museums and tours (including those at the White House) can offer history and insight.","Donald J. Trump’s presidency and the events surrounding it have led to a revived interest in politically themed tourist sites and tours in the United States, according to Rob Stein, a travel adviser at the Stein Collective, a company in New York City specializing in trips inspired by politics. “Trump isn’t just a political figure,” he said. ”He’s like a controversial reality TV star, and because of him, the general public is more engaged in current politics and thrilling topics like spying and scandals.”",The New York Times,News,article,900,https://www.nytimes.com/2017/05/12/travel/where-to-go-scandals-and-spy-intrigue-fbi-russia.html,Travel,,Travel
2017-05-12T09:00:18Z,"Hemispheric Pressure: As Asian Powers Rise, How Should the West Respond?","In “Easternization,” Gideon Rachman explores an international transfer of power.","In “Easternization,” Gideon Rachman explores an international transfer of power.",EASTERNIZATION Asia’s Rise and America’s Decline: From Obama to Trump and Beyond By Gideon Rachman 307 pp. Other Press. $25.95.,The New York Times,Review,article,1194,https://www.nytimes.com/2017/05/12/books/review/easternization-asias-rise-and-americas-decline-gideon-rachman.html,Books,Book Review,BookReview
2017-05-10T04:01:37Z,"James Comey, Emmanuel Macron, Russia: Your Wednesday Briefing",Here’s what you need to know to start your day.,Here’s what you need to know to start your day.,(Want to get this briefing by email? Here’s the sign-up.),The New York Times,briefing,article,1161,https://www.nytimes.com/2017/05/10/briefing/james-comey-emmanuel-macron-russia.html,Briefing,,NYTNow
2017-05-10T01:07:07Z,"Hackers Came, but the French Were Prepared",Emmanuel Macron’s digital team responded to cyberattacks with a “cyber-blurring” strategy that involved fake email accounts loaded with false documents.,Emmanuel Macron’s digital team responded to cyberattacks with a “cyber-blurring” strategy that involved fake email accounts loaded with false documents.,PARIS — Everyone saw the hackers coming.,The New York Times,News,article,1402,https://www.nytimes.com/2017/05/09/world/europe/hackers-came-but-the-french-were-prepared.html,World,Europe,Foreign
2017-04-25T00:39:30Z,Russian Hackers Who Targeted Clinton Appear to Attack France’s Macron,A report by a cybersecurity firm has heightened concerns that Russia has turned its weapons on France in an effort to bolster Marine Le Pen’s candidacy.,A report by a cybersecurity firm has heightened concerns that Russia has turned its weapons on France in an effort to bolster Marine Le Pen’s candidacy.,"The campaign of the French presidential candidate Emmanuel Macron has been targeted by what appear to be the same Russian operatives responsible for hacks of Democratic campaign officials before last year’s American presidential election, a cybersecurity firm warns in a new report.",The New York Times,News,article,824,https://www.nytimes.com/2017/04/24/world/europe/macron-russian-hacking.html,World,Europe,Foreign
2017-04-24T22:04:53Z,"As North Korea Speeds Its Nuclear Program, U.S. Fears Time Will Run Out",Behind the Trump administration’s sudden urgency on North Korea lies a stark calculus: that the country is capable of making a nuclear bomb every six or seven weeks.,Behind the Trump administration’s sudden urgency on North Korea lies a stark calculus: that the country is capable of making a nuclear bomb every six or seven weeks.,WASHINGTON — Behind the Trump administration’s sudden urgency in dealing with the North Korean nuclear crisis lies a stark calculus: a growing body of expert studies and classified intelligence reports that conclude the country is capable of producing a nuclear bomb every six or seven weeks.,The New York Times,News Analysis,article,1607,https://www.nytimes.com/2017/04/24/world/asia/north-korea-nuclear-missile-program.html,World,Asia Pacific,Foreign
2017-04-19T01:07:47Z,Hand of U.S. Leaves North Korea’s Missile Program Shaken,"Whether an American program to sabotage North Korean test flights is behind a string of failures, it has led Pyongyang to hunt for spies and ways to combat such attacks.","Whether an American program to sabotage North Korean test flights is behind a string of failures, it has led Pyongyang to hunt for spies and ways to combat such attacks.","WASHINGTON — When a North Korean missile test went awry on Sunday, blowing up seconds after liftoff, there were immediate suspicions that a United States program to sabotage the test flights had struck again. The odds seem highly likely: Eighty-eight percent of the launches of the North’s most threatening missiles have self-destructed since the covert American program was accelerated three years ago.",The New York Times,News,article,1265,https://www.nytimes.com/2017/04/18/world/asia/north-korea-missile-program-sabotage.html,World,Asia Pacific,Foreign
2017-04-18T10:07:35Z,"New York Today: A Holocaust Survivor’s Story, on Stage","Tuesday: Performing Holocaust stories, a push for Uber tipping, and Earth Day events.","Tuesday: Performing Holocaust stories, a push for Uber tipping, and Earth Day events.",Good morning on this lovely Tuesday.,The New York Times,briefing,article,1331,https://www.nytimes.com/2017/04/18/nyregion/new-york-today-a-holocaust-survivors-story-on-stage.html,New York,,Metro
